,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted_encoded,department_encoded,region_encoded,education_encoded,gender_encoded,recruitment_channel_encoded,is_promoted
409,46925,Operations,region_9,Master's & above,F,other,1,36,4.0,6,0,59.0,0,4,33,2,0,0,No
414,11123,Sales & Marketing,region_29,Master's & above,M,other,1,37,3.0,7,0,54.0,0,7,21,2,1,0,No
417,40628,HR,region_32,Bachelor's,F,other,1,31,3.0,7,0,51.0,0,2,25,0,0,0,No
421,3540,Technology,region_22,Master's & above,F,sourcing,1,30,3.0,2,0,79.0,0,8,14,2,0,2,No
423,137,Analytics,region_7,Master's & above,M,other,1,49,4.0,5,0,90.0,0,0,31,2,1,0,No
424,73204,Sales & Marketing,region_7,Master's & above,M,sourcing,1,36,2.0,5,0,48.0,0,7,31,2,1,2,No
428,36905,Operations,region_7,Bachelor's,M,other,1,37,3.0,11,0,56.0,0,4,31,0,1,0,No
431,43176,Technology,region_7,Master's & above,F,referred,1,37,4.0,13,0,79.0,0,8,31,2,0,1,No
432,12538,Operations,region_14,Bachelor's,M,other,1,35,5.0,10,0,59.0,1,4,5,0,1,0,Yes
433,56140,Technology,region_13,Bachelor's,F,other,1,33,3.0,4,0,76.0,1,8,4,0,0,0,Yes
434,71196,Procurement,region_2,Bachelor's,F,sourcing,1,33,5.0,9,0,71.0,0,5,11,0,0,2,No
437,41208,Operations,region_2,Bachelor's,F,other,1,38,2.0,8,0,59.0,0,4,11,0,0,0,No
438,55857,Operations,region_2,Bachelor's,M,sourcing,1,48,4.0,13,0,57.0,0,4,11,0,1,2,No
439,27907,Legal,region_11,Bachelor's,M,other,1,31,3.0,1,0,62.0,0,3,2,0,1,0,No
443,46639,Sales & Marketing,region_7,Bachelor's,F,sourcing,1,32,5.0,8,0,46.0,1,7,31,0,0,2,Yes
444,21523,Sales & Marketing,region_4,Bachelor's,M,other,1,31,3.0,2,0,48.0,0,7,28,0,1,0,No
449,76698,Operations,region_7,Bachelor's,F,other,1,45,3.0,4,1,65.0,1,4,31,0,0,0,Yes
454,34074,Sales & Marketing,region_25,Master's & above,M,sourcing,1,33,5.0,7,0,51.0,0,7,17,2,1,2,No
455,38934,Operations,region_22,Master's & above,F,sourcing,1,48,3.0,15,0,69.0,1,4,14,2,0,2,Yes
456,39799,Operations,region_15,Bachelor's,M,other,1,34,4.0,3,0,60.0,0,4,6,0,1,0,No
457,40775,Sales & Marketing,region_1,Master's & above,M,other,1,35,5.0,4,0,47.0,0,7,0,2,1,0,No
458,41928,Analytics,region_1,Master's & above,M,sourcing,1,35,5.0,4,0,84.0,0,0,0,2,1,2,No
461,72690,Sales & Marketing,region_9,Master's & above,F,sourcing,1,31,3.0,1,0,54.0,0,7,33,2,0,2,No
462,11666,Sales & Marketing,region_34,Bachelor's,M,sourcing,1,30,5.0,7,0,49.0,0,7,27,0,1,2,No
464,43399,Operations,region_2,Bachelor's,F,other,1,60,5.0,4,0,56.0,0,4,11,0,0,0,No
465,72916,Operations,region_27,Bachelor's,M,other,1,44,5.0,11,0,55.0,0,4,19,0,1,0,No
468,10360,Operations,region_6,Bachelor's,M,sourcing,1,38,4.0,8,0,55.0,0,4,30,0,1,2,No
469,66637,Technology,region_22,Master's & above,M,sourcing,1,39,3.0,5,0,80.0,0,8,14,2,1,2,No
470,63026,Sales & Marketing,region_26,Bachelor's,M,other,1,30,3.0,2,0,50.0,0,7,18,0,1,0,No
472,66248,Sales & Marketing,region_7,Bachelor's,M,sourcing,1,57,4.0,3,0,50.0,0,7,31,0,1,2,No
474,57365,Operations,region_2,Bachelor's,M,other,1,38,3.0,4,0,66.0,0,4,11,0,1,0,No
480,12930,Finance,region_2,Bachelor's,F,other,1,39,4.0,11,0,59.0,0,1,11,0,0,0,No
481,70371,Analytics,region_13,Bachelor's,M,sourcing,1,32,3.0,7,0,80.0,0,0,4,0,1,2,No
483,78119,Procurement,region_11,Bachelor's,F,other,1,36,3.0,4,0,72.0,0,5,2,0,0,0,No
485,64630,HR,region_22,Master's & above,F,other,1,33,5.0,7,0,50.0,0,2,14,2,0,0,No
486,1830,Technology,region_2,Master's & above,M,sourcing,1,39,2.0,4,0,81.0,0,8,11,2,1,2,No
488,77734,Technology,region_2,Bachelor's,M,referred,1,31,3.0,6,0,77.0,0,8,11,0,1,1,No
490,58579,Procurement,region_22,Bachelor's,F,other,1,25,3.0,3,0,68.0,0,5,14,0,0,0,No
491,38123,Sales & Marketing,region_4,Bachelor's,F,sourcing,1,43,5.0,4,0,50.0,0,7,28,0,0,2,No
495,72935,Finance,region_32,Bachelor's,M,sourcing,1,28,3.0,2,0,59.0,0,1,25,0,1,2,No
497,6181,Sales & Marketing,region_16,Bachelor's,M,sourcing,1,34,5.0,5,0,49.0,0,7,7,0,1,2,No
498,9025,Operations,region_16,Bachelor's,M,other,1,30,5.0,4,0,55.0,0,4,7,0,1,0,No
499,65024,Operations,region_7,Master's & above,F,sourcing,1,33,5.0,6,0,74.0,1,4,31,2,0,2,Yes
501,30900,Sales & Marketing,region_12,Bachelor's,M,sourcing,1,35,4.0,10,0,50.0,1,7,3,0,1,2,Yes
502,44381,Operations,region_7,Bachelor's,M,other,1,33,5.0,8,0,59.0,1,4,31,0,1,0,Yes
503,805,Operations,region_22,Bachelor's,M,sourcing,1,30,4.0,4,0,59.0,0,4,14,0,1,2,No
505,54127,Sales & Marketing,region_13,Bachelor's,M,other,1,28,4.0,5,0,52.0,0,7,4,0,1,0,No
506,63027,Technology,region_24,Master's & above,M,other,1,38,3.0,8,0,84.0,0,8,16,2,1,0,No
507,26944,Sales & Marketing,region_2,Bachelor's,F,sourcing,1,34,2.0,7,0,49.0,1,7,11,0,0,2,Yes
510,30551,Operations,region_12,Bachelor's,F,sourcing,1,29,2.0,7,0,60.0,0,4,3,0,0,2,No
511,74141,R&D,region_26,Bachelor's,M,sourcing,1,30,3.0,3,0,83.0,0,6,18,0,1,2,No
512,16399,Sales & Marketing,region_31,Bachelor's,M,sourcing,1,38,4.0,10,0,50.0,0,7,24,0,1,2,No
516,633,Sales & Marketing,region_17,Bachelor's,F,sourcing,1,26,3.0,2,0,49.0,0,7,8,0,0,2,No
519,3968,Procurement,region_10,Bachelor's,M,other,1,28,3.0,4,0,65.0,0,5,1,0,1,0,No
520,1709,HR,region_7,Bachelor's,F,sourcing,1,30,3.0,3,0,51.0,0,2,31,0,0,2,No
521,1588,Operations,region_15,Master's & above,M,other,1,59,4.0,4,0,56.0,0,4,6,2,1,0,No
523,24750,Technology,region_14,Bachelor's,M,sourcing,1,31,3.0,4,0,83.0,0,8,5,0,1,2,No
524,9098,Procurement,region_7,Bachelor's,F,other,1,26,3.0,2,0,69.0,0,5,31,0,0,0,No
525,41768,Operations,region_19,Master's & above,F,sourcing,1,37,3.0,10,0,62.0,0,4,10,2,0,2,No
526,43660,Operations,region_8,Bachelor's,F,sourcing,1,25,3.0,1,0,62.0,0,4,32,0,0,2,No
527,8027,Technology,region_31,Bachelor's,M,other,1,27,2.0,3,0,78.0,0,8,24,0,1,0,No
528,15774,Operations,region_2,Master's & above,M,sourcing,1,39,4.0,10,0,60.0,0,4,11,2,1,2,No
529,4857,Analytics,region_28,Bachelor's,M,other,1,36,5.0,3,0,91.0,1,0,20,0,1,0,Yes
533,76968,Procurement,region_22,Master's & above,M,sourcing,1,37,5.0,9,0,75.0,0,5,14,2,1,2,No
536,6731,R&D,region_29,Bachelor's,M,sourcing,1,30,5.0,1,0,96.0,1,6,21,0,1,2,Yes
537,39725,Technology,region_2,Bachelor's,M,other,1,45,4.0,3,0,83.0,0,8,11,0,1,0,No
538,70021,Procurement,region_23,Master's & above,M,other,1,36,3.0,7,0,71.0,0,5,15,2,1,0,No
539,22958,Sales & Marketing,region_11,Bachelor's,M,sourcing,1,37,3.0,4,0,50.0,0,7,2,0,1,2,No
541,72984,Operations,region_19,Bachelor's,M,other,1,37,5.0,6,0,59.0,0,4,10,0,1,0,No
543,4147,Procurement,region_22,Master's & above,M,sourcing,1,40,3.0,12,0,70.0,0,5,14,2,1,2,No
544,28714,Sales & Marketing,region_3,Bachelor's,M,other,1,30,5.0,3,0,52.0,0,7,22,0,1,0,No
545,51959,Operations,region_31,Master's & above,M,other,1,36,4.0,7,0,56.0,0,4,24,2,1,0,No
546,68716,Sales & Marketing,region_15,Bachelor's,F,other,1,27,2.0,4,0,57.0,0,7,6,0,0,0,No
549,32970,Procurement,region_22,Master's & above,M,other,1,36,4.0,7,0,67.0,0,5,14,2,1,0,No
550,10936,Operations,region_12,Bachelor's,M,other,1,30,4.0,4,0,57.0,0,4,3,0,1,0,No
552,38445,Sales & Marketing,region_15,Bachelor's,M,sourcing,1,29,5.0,2,0,50.0,0,7,6,0,1,2,No
555,25834,Procurement,region_2,Master's & above,F,other,1,51,3.0,15,0,71.0,0,5,11,2,0,0,No
556,333,Finance,region_22,Master's & above,M,other,1,32,3.0,8,0,58.0,0,1,14,2,1,0,No
557,28850,Technology,region_14,Master's & above,F,sourcing,1,36,3.0,5,0,83.0,0,8,5,2,0,2,No
559,30928,Finance,region_26,Bachelor's,F,sourcing,1,26,3.0,5,0,56.0,0,1,18,0,0,2,No
562,57206,Analytics,region_28,Bachelor's,M,sourcing,1,30,4.0,2,0,83.0,0,0,20,0,1,2,No
569,51071,Sales & Marketing,region_4,Master's & above,F,sourcing,1,37,3.0,9,0,44.0,0,7,28,2,0,2,No
572,77674,Sales & Marketing,region_31,Bachelor's,M,sourcing,1,43,3.0,3,0,48.0,0,7,24,0,1,2,No
575,45145,Procurement,region_4,Master's & above,M,other,1,41,2.0,12,0,71.0,0,5,28,2,1,0,No
576,45721,R&D,region_4,Master's & above,M,other,1,35,5.0,4,0,85.0,0,6,28,2,1,0,No
579,8386,Sales & Marketing,region_17,Master's & above,M,other,1,35,3.0,3,0,47.0,0,7,8,2,1,0,No
580,70491,Sales & Marketing,region_15,Bachelor's,M,sourcing,1,30,2.0,8,1,50.0,0,7,6,0,1,2,No
581,23241,Procurement,region_15,Bachelor's,M,other,1,29,3.0,2,0,68.0,0,5,6,0,1,0,No
582,54003,Sales & Marketing,region_6,Bachelor's,M,other,1,28,5.0,2,0,50.0,0,7,30,0,1,0,No
584,35222,Technology,region_2,Bachelor's,M,other,1,31,3.0,3,0,79.0,0,8,11,0,1,0,No
593,61614,Sales & Marketing,region_2,Bachelor's,F,other,1,35,5.0,7,0,48.0,0,7,11,0,0,0,No
595,27459,Procurement,region_22,Master's & above,M,other,1,34,2.0,6,0,69.0,0,5,14,2,1,0,No
599,18390,Procurement,region_27,Master's & above,F,other,1,35,3.0,5,0,68.0,0,5,19,2,0,0,No
600,69146,R&D,region_22,Master's & above,M,other,1,34,4.0,4,0,83.0,0,6,14,2,1,0,No
603,60018,Operations,region_7,Master's & above,F,other,1,37,3.0,4,0,58.0,0,4,31,2,0,0,No
606,3491,Analytics,region_12,Bachelor's,M,sourcing,1,28,2.0,5,0,85.0,0,0,3,0,1,2,No
607,74687,Sales & Marketing,region_14,Bachelor's,M,other,1,32,5.0,10,0,48.0,0,7,5,0,1,0,No
608,50049,Procurement,region_19,Bachelor's,M,other,1,34,3.0,4,0,71.0,0,5,10,0,1,0,No
610,45140,Legal,region_22,Bachelor's,M,other,1,32,2.0,6,0,59.0,0,3,14,0,1,0,No
612,72109,Sales & Marketing,region_8,Bachelor's,M,other,1,29,4.0,3,0,52.0,0,7,32,0,1,0,No
613,24397,Operations,region_22,Bachelor's,M,other,1,32,4.0,4,1,57.0,1,4,14,0,1,0,Yes
615,60571,Sales & Marketing,region_13,Bachelor's,M,other,1,34,5.0,4,0,51.0,0,7,4,0,1,0,No
616,59722,Sales & Marketing,region_16,Master's & above,F,other,1,36,3.0,8,0,48.0,0,7,7,2,0,0,No
617,27505,Operations,region_8,Bachelor's,M,sourcing,1,26,5.0,2,0,59.0,0,4,32,0,1,2,No
618,9072,Sales & Marketing,region_14,Master's & above,M,other,1,33,4.0,3,0,94.0,1,7,5,2,1,0,Yes
620,13888,Sales & Marketing,region_11,Bachelor's,M,other,1,42,3.0,2,0,48.0,0,7,2,0,1,0,No
624,8470,Sales & Marketing,region_22,Master's & above,M,other,1,33,4.0,5,0,46.0,0,7,14,2,1,0,No
628,17190,Procurement,region_34,Bachelor's,M,other,1,29,5.0,4,0,84.0,1,5,27,0,1,0,Yes
630,48753,Analytics,region_2,Bachelor's,M,other,1,44,5.0,7,0,84.0,0,0,11,0,1,0,No
633,70593,Operations,region_21,Bachelor's,M,other,1,37,5.0,4,0,59.0,0,4,13,0,1,0,No
634,4445,Operations,region_22,Bachelor's,F,sourcing,1,37,3.0,5,0,59.0,0,4,14,0,0,2,No
636,31070,Procurement,region_23,Bachelor's,M,sourcing,1,36,3.0,2,0,66.0,0,5,15,0,1,2,No
638,20974,Finance,region_8,Bachelor's,F,other,1,30,3.0,3,0,65.0,0,1,32,0,0,0,No
641,40172,Technology,region_2,Bachelor's,M,referred,1,41,5.0,7,0,83.0,0,8,11,0,1,1,No
642,36808,Operations,region_2,Master's & above,M,sourcing,1,33,2.0,7,0,57.0,0,4,11,2,1,2,No
643,9763,Operations,region_20,Bachelor's,M,other,1,25,4.0,3,0,58.0,0,4,12,0,1,0,No
644,76038,Operations,region_7,Bachelor's,F,sourcing,1,39,3.0,6,0,58.0,0,4,31,0,0,2,No
645,71813,Procurement,region_12,Bachelor's,F,sourcing,1,31,3.0,6,0,70.0,0,5,3,0,0,2,No
649,65518,Sales & Marketing,region_9,Master's & above,M,sourcing,1,31,4.0,3,0,50.0,0,7,33,2,1,2,No
653,51891,Procurement,region_7,Bachelor's,F,other,1,29,4.0,6,0,65.0,0,5,31,0,0,0,No
654,36931,Operations,region_19,Bachelor's,F,other,1,31,3.0,3,0,60.0,0,4,10,0,0,0,No
655,60567,Analytics,region_25,Bachelor's,M,other,1,30,3.0,6,0,84.0,1,0,17,0,1,0,Yes
657,11028,Operations,region_16,Bachelor's,M,sourcing,1,44,5.0,4,0,60.0,0,4,7,0,1,2,No
659,13047,Technology,region_33,Bachelor's,F,other,1,35,4.0,3,0,77.0,0,8,26,0,0,0,No
660,63491,Procurement,region_23,Master's & above,M,other,1,41,3.0,3,0,73.0,0,5,15,2,1,0,No
661,44748,Sales & Marketing,region_25,Bachelor's,M,other,1,33,5.0,7,0,47.0,0,7,17,0,1,0,No
662,32186,Technology,region_31,Bachelor's,M,sourcing,1,33,5.0,4,0,81.0,0,8,24,0,1,2,No
663,55275,Operations,region_2,Below Secondary,M,sourcing,1,26,5.0,3,0,60.0,0,4,11,1,1,2,No
665,74930,Sales & Marketing,region_11,Bachelor's,M,sourcing,1,28,5.0,5,0,51.0,0,7,2,0,1,2,No
667,24675,Sales & Marketing,region_24,Bachelor's,M,other,1,36,3.0,10,0,50.0,0,7,16,0,1,0,No
669,38163,Technology,region_7,Bachelor's,F,other,1,29,5.0,2,0,81.0,0,8,31,0,0,0,No
671,14988,Operations,region_2,Bachelor's,M,sourcing,1,48,2.0,4,0,58.0,0,4,11,0,1,2,No
673,58180,Operations,region_2,Bachelor's,F,other,1,39,2.0,5,0,63.0,0,4,11,0,0,0,No
675,71073,Sales & Marketing,region_22,Bachelor's,M,other,1,42,3.0,4,0,53.0,0,7,14,0,1,0,No
679,50781,Operations,region_8,Bachelor's,M,other,1,26,5.0,3,0,56.0,0,4,32,0,1,0,No
683,69912,Operations,region_2,Bachelor's,F,other,1,42,5.0,10,0,59.0,0,4,11,0,0,0,No
684,38974,Sales & Marketing,region_7,Master's & above,M,other,1,43,5.0,14,0,50.0,0,7,31,2,1,0,No
685,39544,Operations,region_11,Bachelor's,M,other,1,27,5.0,2,0,58.0,0,4,2,0,1,0,No
688,35644,Analytics,region_9,Master's & above,M,other,1,31,4.0,5,0,82.0,0,0,33,2,1,0,No
689,23232,Operations,region_15,Bachelor's,F,sourcing,1,30,2.0,2,0,64.0,0,4,6,0,0,2,No
696,32272,Operations,region_13,Master's & above,M,other,1,42,4.0,7,0,59.0,0,4,4,2,1,0,No
697,31847,Procurement,region_22,Bachelor's,M,sourcing,1,33,2.0,7,0,68.0,0,5,14,0,1,2,No
700,32378,Technology,region_13,Master's & above,F,other,1,43,4.0,6,0,81.0,0,8,4,2,0,0,No
701,45064,Operations,region_14,Bachelor's,F,sourcing,1,30,4.0,7,0,59.0,0,4,5,0,0,2,No
702,28533,Analytics,region_15,Master's & above,M,sourcing,1,37,3.0,3,0,85.0,0,0,6,2,1,2,No
703,1412,Technology,region_31,Bachelor's,M,other,1,33,4.0,6,1,81.0,0,8,24,0,1,0,No
704,15311,Sales & Marketing,region_1,Master's & above,M,sourcing,1,38,5.0,10,0,49.0,0,7,0,2,1,2,No
706,13825,Operations,region_22,Bachelor's,F,sourcing,1,24,5.0,2,0,55.0,0,4,14,0,0,2,No
707,36207,Operations,region_16,Bachelor's,F,sourcing,1,35,2.0,10,0,58.0,0,4,7,0,0,2,No
709,21794,Sales & Marketing,region_28,Master's & above,M,other,1,32,3.0,7,0,53.0,0,7,20,2,1,0,No
711,65504,Procurement,region_2,Master's & above,F,other,1,35,5.0,6,0,67.0,0,5,11,2,0,0,No
716,38271,HR,region_23,Master's & above,F,other,1,36,3.0,8,0,44.0,0,2,15,2,0,0,No
720,43497,HR,region_2,Master's & above,M,sourcing,1,45,3.0,3,0,51.0,0,2,11,2,1,2,No
721,14781,Finance,region_7,Bachelor's,M,sourcing,1,31,3.0,4,0,64.0,0,1,31,0,1,2,No
722,14576,HR,region_14,Bachelor's,M,other,1,39,3.0,11,0,53.0,0,2,5,0,1,0,No
723,45407,Procurement,region_15,Bachelor's,F,other,1,39,4.0,5,0,73.0,0,5,6,0,0,0,No
724,3124,Procurement,region_26,Bachelor's,F,other,1,25,2.0,2,0,66.0,0,5,18,0,0,0,No
725,70800,Operations,region_4,Master's & above,F,sourcing,1,37,5.0,8,1,99.0,1,4,28,2,0,2,Yes
726,35493,Technology,region_20,Bachelor's,M,other,1,29,5.0,3,0,80.0,0,8,12,0,1,0,No
728,5283,Operations,region_2,Bachelor's,M,other,1,27,4.0,3,0,59.0,0,4,11,0,1,0,No
729,10067,Sales & Marketing,region_11,Bachelor's,M,other,1,47,4.0,6,0,51.0,0,7,2,0,1,0,No
730,46585,Finance,region_2,Master's & above,M,sourcing,1,36,4.0,3,0,55.0,0,1,11,2,1,2,No
731,3225,Operations,region_8,Bachelor's,M,other,1,35,5.0,9,0,58.0,0,4,32,0,1,0,No
732,55264,Sales & Marketing,region_8,Bachelor's,M,sourcing,1,35,3.0,8,0,51.0,0,7,32,0,1,2,No
735,69334,Finance,region_28,Master's & above,M,other,1,33,3.0,3,1,60.0,1,1,20,2,1,0,Yes
736,4310,Sales & Marketing,region_10,Master's & above,F,sourcing,1,32,2.0,5,0,56.0,0,7,1,2,0,2,No
737,45756,Procurement,region_19,Bachelor's,M,other,1,41,5.0,4,0,73.0,0,5,10,0,1,0,No
739,35903,Finance,region_13,Master's & above,M,sourcing,1,40,5.0,4,0,58.0,0,1,4,2,1,2,No
740,50163,Operations,region_3,Bachelor's,F,sourcing,1,31,3.0,4,0,55.0,0,4,22,0,0,2,No
741,25255,Technology,region_7,Bachelor's,M,other,1,25,3.0,2,0,78.0,0,8,31,0,1,0,No
742,21623,Legal,region_2,Master's & above,M,other,1,58,3.0,15,0,60.0,0,3,11,2,1,0,No
744,3440,Sales & Marketing,region_27,Bachelor's,M,other,1,29,5.0,5,0,52.0,0,7,19,0,1,0,No
747,69847,Operations,region_26,Bachelor's,F,other,1,32,4.0,2,0,59.0,0,4,18,0,0,0,No
748,49317,Finance,region_7,Master's & above,F,sourcing,1,36,5.0,2,0,57.0,0,1,31,2,0,2,No
749,1159,Procurement,region_2,Master's & above,F,other,1,37,3.0,3,0,72.0,0,5,11,2,0,0,No
750,19141,HR,region_32,Bachelor's,M,other,1,30,5.0,7,0,51.0,0,2,25,0,1,0,No
751,14262,Technology,region_23,Master's & above,M,sourcing,1,43,2.0,7,0,77.0,0,8,15,2,1,2,No
752,44397,Technology,region_29,Master's & above,F,other,1,31,3.0,5,0,81.0,0,8,21,2,0,0,No
757,15431,Technology,region_17,Master's & above,M,other,1,34,5.0,5,0,81.0,0,8,8,2,1,0,No
758,36487,Technology,region_15,Master's & above,M,other,1,36,2.0,8,0,86.0,0,8,6,2,1,0,No
759,68345,Technology,region_26,Bachelor's,M,sourcing,1,25,4.0,3,0,80.0,0,8,18,0,1,2,No
761,5366,Finance,region_12,Bachelor's,M,other,1,31,2.0,5,0,60.0,0,1,3,0,1,0,No
762,73314,Procurement,region_2,Master's & above,F,other,1,49,5.0,7,0,73.0,0,5,11,2,0,0,No
763,11811,Technology,region_7,Master's & above,F,other,1,39,4.0,4,0,78.0,1,8,31,2,0,0,Yes
765,48381,Procurement,region_22,Master's & above,F,sourcing,1,37,3.0,9,0,67.0,0,5,14,2,0,2,No
766,5108,Technology,region_26,Bachelor's,F,sourcing,1,38,2.0,5,0,79.0,0,8,18,0,0,2,No
767,77379,Operations,region_2,Bachelor's,M,other,1,38,4.0,10,0,59.0,0,4,11,0,1,0,No
769,69095,Technology,region_22,Bachelor's,M,referred,1,30,4.0,2,0,84.0,0,8,14,0,1,1,No
770,26952,Analytics,region_13,Master's & above,M,other,1,34,2.0,6,0,86.0,0,0,4,2,1,0,No
774,21346,Procurement,region_17,Bachelor's,F,other,1,38,2.0,4,0,65.0,0,5,8,0,0,0,No
775,49690,Procurement,region_26,Bachelor's,F,other,1,40,3.0,7,0,68.0,0,5,18,0,0,0,No
776,72435,Legal,region_2,Bachelor's,F,other,1,52,3.0,4,1,55.0,0,3,11,0,0,0,No
777,23578,Sales & Marketing,region_7,Bachelor's,M,sourcing,1,60,2.0,12,0,48.0,0,7,31,0,1,2,No
779,354,Operations,region_22,Bachelor's,M,other,1,32,2.0,5,0,62.0,0,4,14,0,1,0,No
780,58828,HR,region_26,Bachelor's,M,other,1,28,2.0,2,0,52.0,1,2,18,0,1,0,Yes
783,41693,Sales & Marketing,region_2,Master's & above,M,sourcing,1,33,4.0,5,0,49.0,0,7,11,2,1,2,No
784,28187,Sales & Marketing,region_28,Master's & above,F,other,1,31,3.0,1,0,47.0,0,7,20,2,0,0,No
785,66834,Sales & Marketing,region_28,Bachelor's,M,other,1,26,2.0,3,0,54.0,0,7,20,0,1,0,No
787,8698,Operations,region_13,Bachelor's,F,sourcing,1,29,5.0,2,0,60.0,0,4,4,0,0,2,No
789,29130,Operations,region_22,Bachelor's,M,sourcing,1,43,2.0,11,0,57.0,0,4,14,0,1,2,No
791,27190,Operations,region_7,Bachelor's,M,sourcing,1,33,3.0,4,0,74.0,1,4,31,0,1,2,Yes
795,43073,HR,region_2,Master's & above,F,sourcing,1,43,5.0,11,0,51.0,0,2,11,2,0,2,No
796,58428,Operations,region_2,Bachelor's,M,other,1,44,4.0,15,0,55.0,0,4,11,0,1,0,No
797,64448,Analytics,region_22,Master's & above,F,other,1,33,3.0,2,0,84.0,0,0,14,2,0,0,No
798,15747,Sales & Marketing,region_29,Bachelor's,M,other,1,31,2.0,7,0,50.0,0,7,21,0,1,0,No
801,70844,Technology,region_16,Bachelor's,F,sourcing,1,37,3.0,11,0,79.0,0,8,7,0,0,2,No
802,26756,Sales & Marketing,region_27,Master's & above,M,sourcing,1,37,3.0,5,0,49.0,0,7,19,2,1,2,No
805,26805,Operations,region_32,Bachelor's,M,other,1,36,4.0,3,0,74.0,1,4,25,0,1,0,Yes
807,58616,Operations,region_20,Bachelor's,F,other,1,30,5.0,5,0,56.0,0,4,12,0,0,0,No
808,12976,Operations,region_4,Bachelor's,F,other,1,26,3.0,5,0,60.0,0,4,28,0,0,0,No
809,32563,Sales & Marketing,region_22,Bachelor's,M,other,1,27,3.0,3,0,51.0,0,7,14,0,1,0,No
810,52952,Analytics,region_22,Bachelor's,M,referred,1,32,3.0,3,1,78.0,1,0,14,0,1,1,Yes
811,36491,Operations,region_26,Bachelor's,M,other,1,42,3.0,12,0,55.0,0,4,18,0,1,0,No
813,33441,R&D,region_4,Bachelor's,M,sourcing,1,35,5.0,7,0,89.0,0,6,28,0,1,2,No
814,26205,Technology,region_27,Bachelor's,M,other,1,28,2.0,2,0,79.0,0,8,19,0,1,0,No
815,54395,HR,region_2,Bachelor's,F,sourcing,1,27,5.0,5,0,46.0,0,2,11,0,0,2,No
816,645,Operations,region_7,Master's & above,F,sourcing,1,38,3.0,9,0,62.0,0,4,31,2,0,2,No
818,48281,Operations,region_15,Master's & above,M,sourcing,1,43,2.0,3,0,59.0,0,4,6,2,1,2,No
819,22848,Sales & Marketing,region_2,Master's & above,F,sourcing,1,34,5.0,9,0,49.0,0,7,11,2,0,2,No
820,37822,Technology,region_2,Master's & above,M,other,1,38,3.0,8,0,77.0,0,8,11,2,1,0,No
826,16149,Analytics,region_22,Bachelor's,M,other,1,34,3.0,3,0,89.0,1,0,14,0,1,0,Yes
828,52062,R&D,region_11,Master's & above,M,sourcing,1,29,3.0,2,0,84.0,0,6,2,2,1,2,No
830,44620,Procurement,region_17,Bachelor's,M,sourcing,1,50,3.0,8,0,71.0,0,5,8,0,1,2,No
831,36260,HR,region_22,Bachelor's,F,sourcing,1,25,5.0,2,0,47.0,0,2,14,0,0,2,No
832,495,Sales & Marketing,region_27,Bachelor's,M,other,1,40,2.0,10,0,49.0,0,7,19,0,1,0,No
833,20877,Sales & Marketing,region_4,Bachelor's,F,other,1,30,3.0,8,0,50.0,1,7,28,0,0,0,Yes
834,46802,Procurement,region_20,Bachelor's,F,other,1,33,2.0,3,0,69.0,1,5,12,0,0,0,Yes
835,57617,Procurement,region_28,Bachelor's,F,other,1,32,3.0,3,0,70.0,0,5,20,0,0,0,No
836,58022,Technology,region_22,Master's & above,M,sourcing,1,39,2.0,7,0,78.0,0,8,14,2,1,2,No
837,38042,Operations,region_4,Bachelor's,M,other,1,52,4.0,10,0,60.0,0,4,28,0,1,0,No
838,14067,Procurement,region_7,Bachelor's,F,other,1,29,5.0,4,0,72.0,1,5,31,0,0,0,Yes
841,40611,Sales & Marketing,region_26,Bachelor's,M,other,1,44,3.0,10,0,49.0,0,7,18,0,1,0,No
842,44100,Sales & Marketing,region_7,Master's & above,M,sourcing,1,42,5.0,11,0,54.0,1,7,31,2,1,2,Yes
844,396,Procurement,region_4,Master's & above,F,other,1,34,4.0,7,0,70.0,0,5,28,2,0,0,No
845,74313,Sales & Marketing,region_30,Master's & above,M,other,1,39,4.0,8,0,47.0,0,7,23,2,1,0,No
846,21865,Sales & Marketing,region_2,Master's & above,F,sourcing,1,38,2.0,8,0,51.0,0,7,11,2,0,2,No
848,3473,Operations,region_16,Bachelor's,M,other,1,29,3.0,3,0,66.0,0,4,7,0,1,0,No
849,35975,Sales & Marketing,region_2,Bachelor's,F,sourcing,1,36,2.0,7,0,50.0,0,7,11,0,0,2,No
851,47118,HR,region_2,Master's & above,M,other,1,34,3.0,7,0,55.0,0,2,11,2,1,0,No
855,31700,Procurement,region_17,Master's & above,F,other,1,36,3.0,4,0,81.0,1,5,8,2,0,0,Yes
856,22486,Sales & Marketing,region_14,Bachelor's,F,sourcing,1,29,4.0,3,0,52.0,0,7,5,0,0,2,No
858,2367,Analytics,region_13,Bachelor's,M,other,1,26,3.0,4,0,85.0,0,0,4,0,1,0,No
861,21568,Technology,region_2,Bachelor's,F,referred,1,49,5.0,6,0,80.0,0,8,11,0,0,1,No
862,12721,Technology,region_22,Bachelor's,M,sourcing,1,33,5.0,2,0,79.0,0,8,14,0,1,2,No
864,63126,Operations,region_22,Master's & above,M,other,1,43,4.0,3,0,59.0,0,4,14,2,1,0,No
